order,id,date,time,title,url,visitCount,typedCount,transition
2777,3663,4/29/2024,10:36:28,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p1,53,0,link
2778,3663,4/29/2024,10:36:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p1,53,0,link
2779,3663,4/29/2024,10:36:26,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p1,53,0,link
2780,3663,4/29/2024,10:36:26,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p1,53,0,link
2781,434,4/29/2024,10:36:10,Discord | #discussion | Team Zero,https://discord.com/channels/1214459781457387561/1214459781457387566,62,0,link
2782,187,4/29/2024,10:36:07,my.leedsbeckett.ac.uk/ultra/course,https://my.leedsbeckett.ac.uk/ultra/course,80,23,form_submit
2783,5715,4/29/2024,10:36:06,Working...,https://fs.leedsbeckett.ac.uk/adfs/ls/?SAMLRequest=lVLRboJAEPyVy74DB4KtF9HYGlMTG41gH%2Fp2wlJO4bDsYdq%2FL0VNbdKY9OWSzc7s7M7ccPxRFuyINalKh%2BDaHBjqpEqVfgthE8%2BsexiPhiTLwjuISWNyvcb3BsmwlqhJnDohNLUWlSRFQssSSZhERJPnhfBsLg51ZaqkKoBNiLA2rdRjpakpsY6wPqoEN%2BtFCLkxBxKOU37aBWJKW0z2aIwtE7vZO7LVtr7VnO6JoiWwabuH0tJ0u1%2FoGf1JTzNyCnKAzao6we6SEDJZEAKbT0OQvYHsu2muXNztgh33VG%2FLedD3t5nn5S2GVpJIHfGHRdTgXJOR2oTgcc%2B3uG95g5j7InAF79uBf%2FcKbHU%2B%2F0Hpk623vNqeQCSe4nhlrZZRDOzlEk8LgHMYolOvr1O4PVherIfRf40eOteSo3P5%2BzuMvgA%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=aAHL%2BfCraqYBY1p6vLPb7P7accguU9FCFXLkab0RHkdeLrEmBZQFQlG2V39sKQMUsGWnO2AoOlD9SeWC4h8KoCEyH7Lh41dRhRWAV4A%2FXi0kcfBxqh7o63ll1jDxB%2BmHMO5aTEEFVvXqrNHamdKf1LnMGOBCJNA%2BQdNTdwXmYipnJDpGvNjXqhk22UsoCMhpZKQdsqhIQCI495T8OUmCLnj9xwl2eBVgrNFwxNz8cJCmYdH0tMHOSzISeHpg6FdOodU2gT3NPki53SrFuI7qVseWX9LYf8lpjovfVUR2ou7eB67h85HPTu74251gYGRqMURnzTxh9zD6Bx4Bwne4yQ%3D%3D,1,0,link
2784,437,4/29/2024,10:36:05,Discord | Friends,https://discord.com/channels/@me,54,0,link
2785,438,4/29/2024,10:36:03,Discord,https://discord.com/app,38,0,link
2786,442,4/29/2024,10:35:58,Discord | Your Place to Talk and Hang Out,https://discord.com/,43,42,typed
2787,195,4/29/2024,10:35:53,Blackboard Learn,https://my.leedsbeckett.ac.uk/?new_loc=%2Fultra%2Fcourse,31,21,typed
2788,54,4/29/2024,10:35:40,Inbox - danamol22@tbc.edu.np - The British College Mail,https://mail.google.com/mail/u/1/#inbox,181,0,link
2789,54,4/29/2024,10:35:40,Inbox - danamol22@tbc.edu.np - The British College Mail,https://mail.google.com/mail/u/1/#inbox,181,0,link
2790,64,4/29/2024,10:35:39,The British College Mail,https://mail.google.com/mail/u/1/,57,0,link
2791,922,4/29/2024,10:35:35,Spam - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/#spam,24,0,link
2792,69,4/29/2024,10:35:30,Inbox - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox,363,0,link
2793,71,4/29/2024,10:35:28,Inbox - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/,118,0,typed
2794,445,4/29/2024,10:35:26,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
2795,445,4/29/2024,10:35:26,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
2796,445,4/29/2024,10:35:26,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,auto_toplevel
2797,445,4/28/2024,23:40:37,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
2798,445,4/28/2024,23:40:37,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
2799,445,4/28/2024,23:40:37,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,auto_toplevel
2800,69,4/28/2024,23:39:57,Inbox - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox,363,0,link
2801,69,4/28/2024,23:39:57,Inbox - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox,363,0,link
2802,71,4/28/2024,23:39:55,Inbox - anmoldkl971@gmail.com - Gmail,https://mail.google.com/mail/u/0/,118,0,link
2803,3692,4/28/2024,23:39:28,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2804,3689,4/28/2024,23:39:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2805,3690,4/28/2024,23:39:26,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2806,3691,4/28/2024,23:39:25,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2807,3692,4/28/2024,23:39:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2808,3693,4/28/2024,23:39:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p31,44,0,link
2809,3692,4/28/2024,23:39:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2810,3632,4/28/2024,23:28:23,Online SQL Editor,https://www.programiz.com/sql/online-compiler/,4,0,link
2811,3632,4/28/2024,23:28:21,Online SQL Editor,https://www.programiz.com/sql/online-compiler/,4,0,link
2812,5714,4/28/2024,23:28:19,sql online compiler - Google Search,https://www.google.com/search?q=sql+online+compiler&rlz=1C1CHBF_en-GBNP1105NP1105&oq=sql+&gs_lcrp=EgZjaHJvbWUqCQgCEEUYOxiABDIHCAAQABiPAjIHCAEQABiABDIJCAIQRRg7GIAEMgcIAxAAGIAEMgYIBBBFGDwyBggFEEUYPTIGCAYQRRg8MgYIBxBFGEHSAQgyMzQzajBqMagCALACAA&sourceid=chrome&ie=UTF-8,2,0,link
2813,5714,4/28/2024,23:28:19,sql online compiler - Google Search,https://www.google.com/search?q=sql+online+compiler&rlz=1C1CHBF_en-GBNP1105NP1105&oq=sql+&gs_lcrp=EgZjaHJvbWUqCQgCEEUYOxiABDIHCAAQABiPAjIHCAEQABiABDIJCAIQRRg7GIAEMgcIAxAAGIAEMgYIBBBFGDwyBggFEEUYPTIGCAYQRRg8MgYIBxBFGEHSAQgyMzQzajBqMagCALACAA&sourceid=chrome&ie=UTF-8,2,0,generated
2814,5713,4/28/2024,23:27:54,Pages - App Builder,https://apex.oracle.com/pls/apex/r/apex/app-builder/home?fb_flow_id=11389&f4000_p1_flow=11389&p0_flowpage=11389&recent_pages=&session=3536954651839,1,0,link
2815,5712,4/28/2024,23:27:54,Pages - App Builder,https://apex.oracle.com/pls/apex/r/apex/app-builder/home?fb_flow_id=11389&f4000_p1_flow=11389&p0_flowpage=11389&recent_pages=&clear=RP&session=3536954651839,1,0,link
2816,5711,4/28/2024,23:27:50,Applications - App Builder,https://apex.oracle.com/pls/apex/r/apex/app-builder/apps?session=3536954651839,1,0,link
2817,5710,4/28/2024,23:27:48,Oracle APEX,https://apex.oracle.com/pls/apex/r/apex/workspace/home?session=3536954651839,1,0,link
2818,5709,4/28/2024,23:27:16,Change Password,https://apex.oracle.com/pls/apex/r/apex/workspace-admin/change-password1?p68_user_id=69791924478290078210&p68_ask_current=Y&session=116051687213639&cs=3s3STRUX1CoIBd8nmBVyQ-EkUanp5FZyBKgLHbLenXxfl0JikcdGRhb_KGIwFjIBHczjeUc09WZQOnpl0ePfsJQ,2,0,form_submit
2819,5708,4/28/2024,23:27:11,Oracle APEX - Sign In,https://apex.oracle.com/pls/apex/f?p=4550:1:116051687213639:::::,2,1,typed
2820,5709,4/28/2024,23:27:02,Change Password,https://apex.oracle.com/pls/apex/r/apex/workspace-admin/change-password1?p68_user_id=69791924478290078210&p68_ask_current=Y&session=116051687213639&cs=3s3STRUX1CoIBd8nmBVyQ-EkUanp5FZyBKgLHbLenXxfl0JikcdGRhb_KGIwFjIBHczjeUc09WZQOnpl0ePfsJQ,2,0,form_submit
2821,5708,4/28/2024,23:26:58,Oracle APEX - Sign In,https://apex.oracle.com/pls/apex/f?p=4550:1:116051687213639:::::,2,1,typed
2822,3691,4/28/2024,23:25:19,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2823,3692,4/28/2024,23:25:11,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2824,3693,4/28/2024,23:25:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p31,44,0,link
2825,3692,4/28/2024,23:25:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2826,3691,4/28/2024,23:25:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2827,3692,4/28/2024,23:25:08,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2828,3691,4/28/2024,23:25:06,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2829,3692,4/28/2024,23:24:33,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2830,3691,4/28/2024,23:24:33,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2831,3692,4/28/2024,23:24:32,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2832,3664,4/28/2024,23:24:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p2,42,0,link
2833,3692,4/28/2024,23:24:24,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2834,3693,4/28/2024,23:24:23,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p31,44,0,link
2835,3692,4/28/2024,23:24:23,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2836,3693,4/28/2024,23:24:23,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p31,44,0,link
2837,3692,4/28/2024,23:24:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2838,3693,4/28/2024,23:24:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p31,44,0,link
2839,3692,4/28/2024,23:24:14,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2840,3691,4/28/2024,23:24:12,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2841,3690,4/28/2024,23:24:12,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2842,3691,4/28/2024,23:24:11,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2843,3690,4/28/2024,23:24:11,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2844,3691,4/28/2024,23:23:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2845,3690,4/28/2024,23:23:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2846,3691,4/28/2024,23:23:49,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2847,3690,4/28/2024,23:23:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2848,3691,4/28/2024,23:23:43,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2849,3690,4/28/2024,23:23:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2850,5707,4/28/2024,23:23:40,ChatGPT,https://chat.openai.com/c/a44d9e7e-5185-4cd0-aec8-8a2d735d99b3,1,0,link
2851,44,4/28/2024,23:23:23,ChatGPT,https://chat.openai.com/,292,104,link
2852,44,4/28/2024,23:23:22,ChatGPT,https://chat.openai.com/,292,104,typed
2853,3691,4/28/2024,23:22:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2854,3690,4/28/2024,23:22:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2855,3691,4/28/2024,23:22:50,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2856,3690,4/28/2024,23:22:50,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2857,3691,4/28/2024,23:22:49,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2858,3690,4/28/2024,23:22:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2859,3689,4/28/2024,23:22:47,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2860,3690,4/28/2024,23:22:46,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2861,3689,4/28/2024,23:22:00,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2862,3690,4/28/2024,23:22:00,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2863,3691,4/28/2024,23:22:00,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2864,3692,4/28/2024,23:21:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2865,3691,4/28/2024,23:21:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2866,3690,4/28/2024,23:21:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2867,3689,4/28/2024,23:21:56,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2868,3690,4/28/2024,23:21:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2869,3691,4/28/2024,23:21:54,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2870,3692,4/28/2024,23:21:54,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p30,54,0,link
2871,3691,4/28/2024,23:21:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2872,3690,4/28/2024,23:21:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2873,3691,4/28/2024,23:21:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2874,3690,4/28/2024,23:21:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2875,3689,4/28/2024,23:21:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2876,3690,4/28/2024,23:21:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2877,3691,4/28/2024,23:21:47,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
2878,3690,4/28/2024,23:21:47,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2879,3689,4/28/2024,23:21:46,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2880,3690,4/28/2024,23:21:46,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2881,3689,4/28/2024,23:21:45,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2882,3690,4/28/2024,23:21:45,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
2883,3689,4/28/2024,23:21:05,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2884,3687,4/28/2024,23:21:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2885,3686,4/28/2024,23:21:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2886,3887,4/28/2024,23:20:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2887,3686,4/28/2024,23:20:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2888,3687,4/28/2024,23:20:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2889,3686,4/28/2024,23:20:50,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2890,3687,4/28/2024,23:20:33,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2891,3689,4/28/2024,23:20:31,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2892,3687,4/28/2024,23:20:31,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2893,3689,4/28/2024,23:20:30,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2894,3687,4/28/2024,23:20:13,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2895,3689,4/28/2024,23:20:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2896,3687,4/28/2024,23:19:53,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2897,3689,4/28/2024,23:19:53,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
2898,3687,4/28/2024,23:19:41,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2899,3686,4/28/2024,23:19:20,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2900,3887,4/28/2024,23:19:18,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2901,3686,4/28/2024,23:19:17,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2902,3887,4/28/2024,23:19:14,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2903,3686,4/28/2024,23:19:05,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2904,3687,4/28/2024,23:19:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
2905,3686,4/28/2024,23:19:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
2906,3887,4/28/2024,23:19:01,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2907,3685,4/28/2024,23:19:01,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
2908,3887,4/28/2024,23:19:00,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2909,3685,4/28/2024,23:18:56,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
2910,3887,4/28/2024,23:18:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
2911,3685,4/28/2024,23:18:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
